"age","job","marital","education","balance","duration","campaign","subscribed"
43,"blue-collar","married","secondary",105,668,2,"no"
45,"self-employed","married","tertiary",334,87,2,"no"
39,"technician","married","secondary",1048,405,1,"no"
41,"services","married","secondary",108,83,7,"no"
31,"technician","married","secondary",660,115,1,"no"
37,"unemployed","single","tertiary",0,108,1,"no"
28,"entrepreneur","married",NA,1034,113,1,"no"
47,"housemaid","married","primary",201,58,2,"no"
37,"housemaid","married","primary",189,148,4,"no"
60,"retired","divorced",NA,-49,188,1,"no"
43,"technician","divorced","secondary",1413,75,3,"no"
58,"retired","divorced","tertiary",264,523,3,"no"
52,"entrepreneur","married","tertiary",54,103,1,"no"
50,"blue-collar","married","primary",12519,146,2,"no"
32,"services","single","secondary",2881,356,1,"yes"
42,"blue-collar","married","primary",0,71,1,"no"
31,"admin.","married","secondary",88,189,2,"no"
28,"blue-collar","married","secondary",1020,251,1,"no"
36,"technician","divorced","tertiary",119,127,8,"no"
51,"unemployed","single","tertiary",1594,197,1,"no"
46,"technician","married","tertiary",342,84,1,"no"
50,"services","single","secondary",72,141,2,"no"
32,"blue-collar","married","secondary",14,171,1,"no"
26,"entrepreneur","single","tertiary",81,262,3,"no"
41,"self-employed","married","tertiary",231,352,2,"yes"
39,"technician","married","tertiary",1161,236,1,"no"
31,"blue-collar","married","secondary",-45,184,1,"no"
28,"management","single","tertiary",231,568,2,"no"
31,"management","single","secondary",36,105,2,"no"
30,"technician","married","tertiary",1570,260,1,"no"
35,"technician","married","tertiary",7050,222,3,"yes"
33,"blue-collar","married","primary",3704,447,2,"no"
30,"technician","single","tertiary",6619,239,8,"no"
32,"blue-collar","single","secondary",-84,426,1,"no"
40,"management","single","tertiary",1509,333,1,"no"
31,"self-employed","married","tertiary",1134,174,2,"no"
36,"technician","married","secondary",146,284,2,"no"
33,"management","single","tertiary",9449,428,1,"no"
57,"retired","married","secondary",374,236,1,"no"
45,"technician","married","secondary",88,150,2,"no"
59,"management","married","tertiary",2764,237,1,"no"
30,"management","single","tertiary",2,1031,8,"yes"
33,"technician","married","tertiary",8023,107,1,"no"
52,"blue-collar","married","secondary",289,45,13,"no"
83,"retired","married","secondary",0,140,10,"no"
58,"self-employed","divorced","tertiary",1382,700,1,"yes"
33,"management","divorced","tertiary",280,155,1,"no"
41,"blue-collar","divorced","primary",2195,211,5,"no"
31,"self-employed","married","secondary",33,165,4,"no"
35,"blue-collar","divorced","secondary",275,144,5,"no"
27,"management","single","tertiary",703,590,3,"yes"
57,"admin.","divorced",NA,887,43,8,"no"
56,"unknown","married",NA,0,471,2,"no"
53,"admin.","single","secondary",1178,295,2,"no"
39,"management","married","tertiary",2763,526,2,"yes"
32,"entrepreneur","single","tertiary",890,27,10,"no"
46,"self-employed","married","secondary",548,1181,4,"yes"
56,"technician","married","tertiary",272,103,2,"no"
46,"management","divorced","tertiary",6269,249,3,"no"
29,"entrepreneur","married","secondary",178,231,4,"no"
60,"management","married","primary",252,123,2,"no"
33,"housemaid","single","tertiary",23663,199,2,"no"
27,"entrepreneur","single","tertiary",81,197,1,"no"
50,"self-employed","divorced","tertiary",59,67,2,"no"
45,"services","married","secondary",1343,220,1,"no"
58,"retired","married","secondary",225,122,6,"no"
59,"retired","married","primary",0,104,7,"no"
58,"retired","divorced","primary",2538,307,6,"no"
64,"retired","married","primary",43,117,1,"no"
47,"technician","married","secondary",57,253,1,"no"
40,"management","married","tertiary",-117,770,2,"no"
36,"technician","divorced","secondary",666,190,1,"no"
28,"management","single","tertiary",0,767,5,"yes"
38,"technician","single","tertiary",25,232,2,"yes"
53,"entrepreneur","married","primary",1034,854,2,"no"
46,"blue-collar","single","secondary",324,293,6,"no"
54,"technician","married","secondary",0,986,1,"no"
32,"management","married","tertiary",0,66,1,"no"
55,"management","married","primary",621,114,1,"no"
55,"retired","divorced","secondary",138,205,1,"no"
56,"technician","married","secondary",4063,31,4,"no"
40,"blue-collar","married","secondary",11084,113,1,"no"
44,"technician","married","secondary",310,200,1,"no"
32,"entrepreneur","married",NA,73,158,1,"no"
33,"management","married","tertiary",1808,99,4,"no"
41,"unemployed","divorced","secondary",1281,45,3,"no"
37,"technician","married","secondary",64,239,4,"no"
58,"management","single","tertiary",2,168,3,"no"
52,"blue-collar","married","secondary",60,196,2,"no"
49,"services","single","secondary",133,319,6,"no"
44,"housemaid","married","primary",3706,209,3,"no"
28,"admin.","single",NA,174,184,1,"no"
31,"technician",NA,"secondary",251,156,2,"no"
37,"self-employed","married","secondary",4153,35,16,"no"
30,"technician","single","tertiary",985,88,2,"no"
28,"services","single","secondary",168,347,3,"yes"
46,"services","married","secondary",1550,126,2,"no"
47,"management","married","tertiary",7708,157,5,"no"
35,"blue-collar","married","primary",-12,212,5,"no"
80,"management","married","primary",6483,123,1,"no"
30,"technician","single","tertiary",60,306,5,"no"
55,"technician","single","secondary",3339,63,1,"no"
22,"student","single","tertiary",1161,119,1,"no"
33,"blue-collar","single","primary",599,29,1,"no"
53,"entrepreneur","married",NA,28,117,2,"no"
49,"management","married","tertiary",1430,231,2,"no"
51,"retired","married","secondary",35,123,4,"no"
41,"self-employed","married","tertiary",6000,265,1,"no"
34,"technician","married","secondary",0,144,1,"no"
36,"blue-collar","single","secondary",340,559,3,"no"
35,"entrepreneur","married","tertiary",0,74,1,"no"
29,"services","married","secondary",3,183,1,"no"
40,"technician","single","tertiary",445,631,1,"no"
32,"management","divorced","tertiary",874,1282,6,"yes"
48,"blue-collar","married","secondary",705,108,2,"no"
59,"retired","married",NA,1033,1199,1,"yes"
35,"self-employed","divorced","tertiary",1354,736,2,"yes"
33,"technician","single","tertiary",123,264,1,"no"
55,"retired","married","primary",8894,262,1,"no"
41,"blue-collar","married","secondary",429,244,1,"no"
42,"housemaid","married","primary",14752,107,2,"no"
46,"blue-collar","married","primary",67,9,1,"no"
35,"housemaid","divorced","secondary",39,149,2,"no"
28,"technician","single","tertiary",102,321,2,"no"
25,"student","single","secondary",1790,224,1,"no"
56,"management","single","tertiary",15311,157,6,"no"
30,"admin.","single","secondary",-635,250,1,"no"
45,"blue-collar","married","secondary",115,209,4,"no"
40,"management","married","tertiary",10786,111,3,"no"
40,"blue-collar","married","secondary",498,55,2,"no"
39,"blue-collar","married","secondary",1045,290,13,"no"
48,"entrepreneur","married","tertiary",810,383,1,"no"
31,"technician","single","tertiary",-162,380,1,"no"
32,"management","married","tertiary",55,124,3,"no"
34,"services","married","secondary",586,224,2,"no"
26,"technician","single","secondary",455,240,1,"no"
31,"management","married","tertiary",1010,385,3,"no"
37,"management","single","tertiary",509,133,1,"no"
29,"student","single",NA,2929,91,1,"no"
57,"technician","married","secondary",3071,63,3,"no"
47,"management","single","tertiary",153,192,2,"no"
38,"self-employed","single","secondary",1146,91,2,"no"
48,"blue-collar","married","primary",1092,79,1,"no"
50,"management","married","tertiary",3463,96,1,"yes"
33,"admin.","married","secondary",1158,25,2,"no"
28,"admin.","single","secondary",26,227,2,"no"
30,"services","single","secondary",566,110,1,"no"
52,"technician","divorced","secondary",204,134,2,"no"
36,"technician","married","secondary",480,213,1,"yes"
36,"technician","single","secondary",1855,75,1,"no"
46,"services","married","secondary",1034,109,2,"no"
57,"management","married","tertiary",3250,162,3,"no"
28,"management","single","secondary",1633,275,1,"yes"
46,"services","married","secondary",0,154,1,"no"
55,"retired","married","primary",3334,632,4,"yes"
33,"management","married","tertiary",4020,251,1,"no"
53,"management","married","secondary",66,141,1,"no"
41,"technician","single","secondary",-41,154,1,"no"
60,"blue-collar","married","secondary",322,63,1,"no"
35,"entrepreneur","married","primary",2643,259,1,"no"
43,"blue-collar","divorced","primary",49,100,1,"no"
57,"admin.","divorced","primary",1,17,10,"no"
46,"admin.","married","secondary",3098,192,9,"no"
31,"blue-collar","married","primary",352,97,9,"no"
53,"technician","married","secondary",65,41,2,"no"
35,"blue-collar","married","secondary",1949,200,3,"no"
32,"admin.","single","secondary",739,91,3,"no"
48,"management","married","tertiary",1167,264,1,"yes"
50,"admin.","married","secondary",231,397,2,"no"
40,"blue-collar","married","primary",1136,86,1,"no"
42,"entrepreneur","married","tertiary",233,446,1,"no"
59,"admin.","married","secondary",817,304,1,"no"
27,"blue-collar","single","primary",1128,88,4,"no"
32,"management","single","tertiary",1831,86,2,"no"
35,"technician","single","secondary",450,63,1,"no"
28,"services","married","secondary",0,335,2,"no"
37,"management","divorced","secondary",414,293,2,"no"
57,"management","married","primary",1052,227,4,"no"
42,"admin.","single","secondary",1022,146,2,"no"
55,"admin.","married","primary",343,276,3,"no"
52,"management","married","tertiary",1944,238,3,"no"
26,"blue-collar","single","secondary",-32,14,6,"no"
52,"technician","married","secondary",1781,144,2,"no"
26,"management","single","tertiary",350,367,1,"no"
33,"unemployed","married","secondary",2,132,1,"no"
24,"blue-collar","single","primary",111,42,4,"no"
37,"management","divorced","tertiary",168,227,1,"no"
28,"technician","single","secondary",3,40,8,"no"
30,"technician","single","secondary",102,614,2,"no"
33,"blue-collar","married","primary",0,270,1,"no"
55,"unknown","married","primary",159,15,1,"no"
33,"blue-collar","married","secondary",1134,304,2,"no"
42,"blue-collar","married","secondary",352,79,3,"no"
37,"management","married","tertiary",865,101,1,"no"
59,"blue-collar","married","primary",179,55,3,"no"
27,"blue-collar","single","secondary",5,205,3,"no"
23,"student","married","tertiary",-230,259,2,"no"
51,"management","divorced","tertiary",0,60,2,"no"
50,"blue-collar","married","primary",3924,122,2,"no"
43,"technician","married","secondary",764,557,5,"no"
37,"blue-collar","divorced","primary",511,42,1,"no"
34,"management","single","tertiary",4348,373,8,"no"
41,"management","married","tertiary",3016,80,3,"no"
26,"student","single","secondary",279,239,3,"no"
49,"management","divorced","tertiary",1405,29,1,"no"
29,"blue-collar","single","secondary",908,1663,1,"yes"
30,"management","single","tertiary",162,186,4,"no"
38,"services","divorced","secondary",792,430,1,"no"
58,"management","married","secondary",111,58,2,"no"
34,"student","single",NA,1281,279,1,"no"
53,"services","divorced",NA,1012,332,2,"no"
50,"management","married","tertiary",2881,510,2,"no"
30,"blue-collar","single","secondary",445,218,1,"no"
40,"management","married","secondary",643,74,2,"no"
57,"housemaid","single","secondary",254,676,1,"no"
40,"management","married","tertiary",-1212,1259,2,"no"
41,"technician","married","secondary",2125,285,3,"no"
53,"technician","divorced",NA,629,298,1,"no"
48,"blue-collar","married","secondary",-202,225,4,"no"
32,"technician","single","secondary",271,80,2,"no"
34,"management","married","tertiary",703,342,1,"yes"
46,"blue-collar","married","secondary",-216,404,3,"no"
45,"services","divorced","secondary",88,332,1,"no"
51,"admin.","single","tertiary",16,158,1,"no"
31,"management","married","secondary",466,164,1,"no"
47,"technician","married","secondary",-75,57,1,"no"
32,"blue-collar","married","secondary",456,121,1,"no"
41,"technician","married","secondary",77,56,1,"no"
37,"services","single","secondary",-244,178,1,"no"
27,"blue-collar","single","primary",1209,283,1,"no"
27,"services","married","secondary",58,113,1,"no"
50,"management","married","secondary",421,22,5,"no"
31,"management","single","tertiary",112,159,2,"no"
40,"self-employed","married","tertiary",13669,138,1,"no"
43,"management","married","tertiary",1429,1015,1,"yes"
39,"technician","married","tertiary",794,182,1,"no"
31,"entrepreneur","single","tertiary",1957,112,3,"no"
48,"technician","married","secondary",454,114,1,"no"
32,"blue-collar","single","primary",882,80,8,"no"
47,"unemployed","married","primary",168,66,1,"no"
35,"management","single","tertiary",714,135,22,"no"
42,"management","single","tertiary",0,99,1,"no"
47,"blue-collar","married","secondary",1996,761,2,"yes"
59,"retired","married","secondary",163,464,1,"no"
38,"admin.","married","secondary",3190,20,2,"no"
50,"unemployed","married","secondary",1772,206,4,"no"
27,"services","single","secondary",-151,283,2,"no"
55,"housemaid","married","primary",16,64,1,"no"
39,"services","single","secondary",7066,667,3,"yes"
31,"technician","single","tertiary",454,73,3,"no"
37,"entrepreneur","married","tertiary",4798,156,2,"no"
28,"technician","single","secondary",-298,559,7,"no"
42,"technician","married","secondary",439,143,2,"no"
40,"services","divorced","secondary",1927,62,1,"no"
59,"management","single","secondary",671,219,2,"no"
40,"services","single","secondary",65,15,3,"no"
43,"technician","married","secondary",-932,567,1,"no"
38,"technician","single","secondary",4366,188,2,"no"
54,"retired","married","primary",0,159,2,"no"
41,"blue-collar","married","secondary",4900,121,2,"no"
55,"housemaid","divorced","primary",976,345,1,"yes"
33,"management","married","tertiary",148,717,1,"no"
46,"blue-collar","married","secondary",5,71,3,"no"
36,"management","married","secondary",-148,144,2,"no"
48,"technician","divorced","tertiary",113,38,1,"no"
42,"management","married","secondary",-105,60,2,"no"
46,"management","divorced","tertiary",624,336,2,"yes"
49,"technician","married","secondary",-1680,92,4,"no"
36,"blue-collar","married","secondary",-461,254,2,"no"
34,"technician","single","tertiary",144,104,1,"no"
51,"entrepreneur","divorced","tertiary",4,74,5,"no"
58,"blue-collar","married","primary",309,156,2,"no"
48,"management","married","tertiary",866,146,2,"no"
41,"admin.","single","secondary",1020,882,1,"yes"
49,"self-employed","married","primary",489,84,4,"no"
43,"management","married","primary",8167,114,2,"no"
32,"blue-collar","single","secondary",-255,957,3,"no"
54,"retired","married","secondary",3671,67,3,"no"
33,"blue-collar","divorced","primary",636,211,11,"no"
35,"technician","married","secondary",141,299,2,"no"
56,"technician","married","secondary",150,102,6,"no"
57,"technician","married","secondary",839,225,1,"no"
31,"housemaid","single","primary",26965,654,2,"yes"
