"color","quality","alcohol","residual_sugar","density","pH"
"red",6,12,2.8,0.9976,3.12
"red",5,9.5,2.4,0.9979,3.08
"red",5,9.4,2.9,1.0004,3.14
"red",5,9.6,2.2,0.9986,2.89
"red",7,10.5,1.4,0.998,2.92
"red",6,9.6,1.4,0.9973,3.32
"red",4,11,4.4,0.997,3.41
"red",6,9.6,1.4,0.9973,3.32
"red",5,9,1.6,0.9978,3.31
"red",6,9.6,1.6,0.9972,3.36
"red",6,10.2,1.8,0.9974,3.04
"red",5,10.2,2,1,3.03
"red",5,9.7,2,0.9981,3.14
"red",6,9.5,1.8,0.998,3.18
"red",6,9.2,2,0.9988,2.94
"red",5,11,2.3,0.9966,3.15
"red",6,9.2,2,0.9988,2.94
"red",5,10,2.5,0.9959,3.26
"red",5,9.5,1.7,0.9968,3.2
"red",5,9.5,2,0.998,3.15
"red",5,9.5,1.7,0.9968,3.2
"red",6,9.3,2.2,0.9984,3.08
"red",5,10.2,2.2,0.9984,3.26
"red",6,9.3,2.2,0.9984,3.08
"red",5,9.9,2.3,0.9979,3.4
"red",5,10,2.6,0.9983,3.48
"red",5,9.6,3.3,0.9972,3.13
"red",5,9,1.9,1.0004,3.06
"red",6,10.2,2.2,0.9962,3.21
"red",5,9.8,2.25,0.998,3.33
"red",5,11.3,2.6,0.997,3.37
"red",5,9.4,2.3,0.998,3.25
"red",5,11.3,2.6,0.997,3.37
"red",5,9.1,1.8,0.997,3.44
"red",5,9.7,3.1,0.9998,3.28
"red",5,9.4,1.6,0.9962,3.4
"red",5,9.4,1.8,0.9976,3.3
"red",3,10.7,4.25,0.9966,3.63
"red",5,9.8,2.6,0.9998,3.48
"red",5,9,2,0.9979,3.03
"red",5,9.4,2.8,0.9984,3.32
"red",5,9.4,2.7,0.9984,3.31
"red",6,12.8,1.3,0.9921,3.9
"red",6,9.5,2.1,0.9972,3.47
"red",6,9.5,2.1,0.9972,3.47
"red",5,9.7,3.2,1.0001,3.31
"red",6,10.8,2.1,0.9986,3.11
"red",6,10.1,2.9,0.9984,3.08
"red",6,9.5,2.1,0.9972,3.47
"red",6,9.4,2.1,0.997,3.47
"red",4,9.6,2.6,0.9972,3.32
"red",4,9.7,1.6,0.998,3.29
"red",5,9.9,6,0.999,3.37
"red",5,10,2,0.9956,3.4
"red",5,10.5,3,0.9966,3.37
"red",6,11.6,2.5,0.996,3.34
"red",6,10,1.6,0.9983,3.27
"red",5,10.1,2.8,0.9985,3.06
"red",5,9.5,3,0.9998,3.38
"red",5,9.4,3.2,0.9992,3.36
"red",5,9.4,2.3,0.9976,3.34
"red",5,9.8,2.6,0.998,3.28
"red",6,9.2,2.7,0.9967,3.29
"red",5,9.4,2.3,0.9976,3.34
"red",5,10,2.6,0.9968,3.21
"red",5,9.6,2,0.9976,3.22
"red",5,9.5,3.9,0.9976,3.46
"red",5,9.6,2,0.9976,3.22
"red",5,9.2,2.85,0.9982,3.1
"red",5,10,2.7,0.9968,3.21
"red",5,9.5,2.2,0.9965,2.94
"red",4,11.2,3.1,0.9958,3.54
"red",5,10.4,3,0.9976,3.29
"red",6,11.1,2.8,0.9994,3.43
"red",5,9.5,1.8,0.997,3.46
"red",5,9.5,1.8,0.997,3.46
"red",6,12.7,3.2,0.995,3.61
"red",5,9.6,2.3,0.9982,3.17
"red",5,11.5,3.45,0.9994,3.44
"red",5,9.6,2.1,0.9966,3.39
"red",5,9.5,2.7,0.998,3.55
"red",5,9.3,2,0.9987,3.48
"red",5,9.5,2.1,0.9963,3.26
"red",5,9.5,2.1,0.9963,3.26
"red",6,9.3,2.5,1.0002,3.5
"red",5,9.2,2.8,0.9983,3.1
"red",5,9.3,2.4,0.999,3.35
"red",6,11.5,4.2,0.9965,3.45
"red",5,9.5,2.6,0.99788,3.21
"red",5,9.2,1.9,0.9972,3.46
"red",5,10,2.8,1.00024,3.13
"red",5,9.5,2.7,1.0001,3.13
"red",6,9.5,2.1,0.99768,3.52
"red",6,9,2.5,0.9978,3.3
"red",5,9.4,2.6,0.99782,3.3
"red",6,9.6,2.1,0.99761,3.52
"red",6,9.5,2.1,0.99768,3.52
"red",5,9.5,2.9,0.99803,3.29
"red",5,9.5,2.9,0.99803,3.29
"red",5,9.4,2.5,0.99785,3.39
"red",5,9.5,2.9,0.99803,3.29
"red",6,9.1,1.7,0.99656,3.09
"red",6,10.7,1.9,0.99525,3.51
"red",6,11.2,2,0.99488,3.6
"red",5,9.8,2.2,0.99656,3.25
"red",5,9.8,2.2,0.99656,3.25
"red",5,9.2,2.5,0.99823,3.19
"red",5,9.7,2.8,0.99779,3.23
"red",5,9.6,2,0.99738,3.25
"red",6,10,1.7,0.99701,3.31
"red",5,9.6,2,0.99738,3.25
"red",6,9.5,2.8,0.99888,3.31
"red",6,9.5,3,0.99888,3.31
"red",5,9.4,2.9,0.99738,3.14
"red",5,9.5,2.7,0.99938,3.45
"red",6,9.7,2.3,0.99744,3.55
"red",5,9.6,1.9,0.99668,3.39
"red",6,9.7,2.3,0.99744,3.55
"red",5,9.4,2.4,0.9978,3.28
"red",5,9.4,2.3,0.99782,3.27
"red",6,9.5,1.8,0.9973,3.3
"red",6,9.5,1.8,0.99727,3.31
"red",5,10,3,0.99586,3.43
"red",6,10.3,2.4,0.99612,3.4
"red",6,10.3,2.4,0.9961,3.4
"red",5,10.5,3.4,0.99788,3.36
"red",5,9.8,2.6,0.99745,3.5
"red",6,9.4,2,0.99676,3.31
"red",5,9.8,2.4,0.99732,3.66
"red",5,10,2.4,0.99814,3.36
"red",5,9.8,2.4,0.99732,3.66
"red",5,9.8,2.5,0.99746,3.55
"red",5,9.5,2.3,0.9982,3.21
"red",5,9.5,2.3,0.9982,3.21
"red",6,10.1,2.2,0.9991,3.18
"red",6,10.1,2.2,0.9991,3.18
"red",5,9.3,2.9,0.998,3.09
"red",6,9.7,2.6,0.99708,3.33
"red",5,9.6,2.9,0.99818,3.23
"red",6,9.7,2.5,0.99745,3.48
"red",5,10.8,2.6,0.99639,3.38
"red",6,12.5,2.3,0.99531,3.17
"red",5,10.2,2.6,0.99786,2.99
"red",5,9.6,2.5,0.99746,3.1
"red",7,10.8,1.6,0.99526,3.24
"red",6,10.7,3.6,0.9987,3.29
"red",6,10.7,3.6,0.9987,3.29
"red",5,9.4,4,0.99641,3.25
"red",5,10,3.3,0.99735,3.23
"red",7,12.9,1.7,0.99264,3.56
"red",6,9.6,2.5,0.9971,3.24
"red",6,9.9,2.7,0.99682,3.26
"red",7,12.8,2.4,0.99356,3.33
"red",7,12.5,2,0.99386,3.27
"red",7,12.8,2.4,0.99356,3.33
"red",5,9.2,1.9,0.99702,3.26
"red",6,10.3,2.8,0.99693,3.22
"red",5,10.5,2.6,0.99562,3.3
"red",6,10.9,2.8,1.00012,3.09
"red",5,10.8,2.5,0.99818,3.24
"red",4,11.4,2.1,0.99462,3.44
"red",6,11.3,2.8,0.99939,3.21
"red",5,10.8,2.5,0.99818,3.24
"red",6,10.5,3.2,0.9984,3.23
"red",6,11.9,1.6,0.99545,3.28
"red",5,9.4,2.35,0.99632,3.29
"red",5,9.6,3.2,0.99976,3.28
"red",5,9.7,1.9,0.99606,3.34
"red",7,14,2.1,0.99154,3.71
"red",5,9.8,2,0.9973,3.61
"red",5,9.8,2,0.9973,3.61
"red",5,10.3,2.8,0.99682,3.24
"red",5,10.7,2.8,0.99624,3.36
"red",7,11,2.3,0.9951,3.4
"red",5,10.7,2.8,0.99624,3.36
"red",8,12.7,2.3,0.99417,3.46
"red",6,11.1,2.1,0.99376,3.56
"red",4,10.9,2.5,0.99632,3.38
"red",6,11.1,2.1,0.99376,3.56
"red",3,9.9,1.5,0.99832,3.38
"red",4,9.9,1.6,0.99836,3.38
"red",5,9.4,1.6,0.99694,3.32
"red",5,9.3,1.5,0.99655,3.39
"red",7,11.7,2.4,0.99064,3.26
"red",7,11.7,2.4,0.99064,3.26
"red",7,11.2,1.6,0.99672,3.24
"red",5,10,2.2,0.99647,3.46
"red",7,12.1,2.65,0.99736,3.24
"red",5,10.3,3,0.99629,3.45
"red",6,10.9,2.6,0.99708,3.23
"red",5,9.4,2,0.9963,3.28
"red",6,10.6,1.7,0.9959,3.18
"red",5,9.8,1.8,0.99689,3.59
"red",5,9.8,1.8,0.99689,3.59
"red",6,9.9,1.8,0.9977,3.5
"red",5,9.8,1.8,0.99689,3.59
"red",5,9.8,1.6,0.99689,3.58
"red",5,9.5,1.9,0.99708,3.28
"red",5,9.5,1.9,0.99708,3.28
"red",5,9.7,2.5,0.99801,3.22
"red",6,10.9,1.5,0.99652,3.47
"red",6,10.9,1.5,0.99652,3.47
"red",7,11.7,2.5,0.99538,3.51
"red",6,10.9,1.5,0.99652,3.47
"red",7,11.3,2.5,0.99594,3.4
"red",7,10.6,1.7,0.99686,3.15
"red",6,11.2,1.8,0.99438,3.4
"red",5,9.5,2.7,0.99746,3.51
"red",6,11.5,2,0.99357,3.66
"red",5,10.4,2.7,0.99628,3.24
"red",5,9.7,2.5,0.99746,3.51
"red",5,9.5,2.7,0.99746,3.51
"red",5,9.7,2.6,0.99748,3.51
"red",6,11.3,2.3,0.99438,3.41
"red",6,11.2,2,0.99438,3.4
"red",6,11.2,1.8,0.99438,3.4
"red",6,10.9,2,0.99578,3.44
"red",6,11.8,2.1,0.99371,3.41
"red",5,10.6,1.5,0.99522,3.53
"red",4,10,2,0.99576,3.43
"red",7,11.1,1.6,0.99552,3.23
"red",7,11.8,2.1,0.99664,3.12
"red",7,11.8,2.8,0.99614,3.31
"red",4,10.9,2.2,0.99517,3.4
"red",6,11.8,2.1,0.99371,3.41
"red",6,10,4,0.99787,3.22
"red",5,9.5,2.5,0.99745,3.53
"red",5,9.9,1.6,0.99576,3.15
"red",6,11.4,2.1,0.99533,3.48
"red",6,12,3.1,0.99536,3.22
"red",5,9.5,2.5,0.99745,3.53
"red",6,10,4,0.99787,3.22
"red",5,10.5,2.5,0.99824,3.34
"red",6,10.4,2.4,0.99836,3.33
"red",7,12.1,2.6,0.99577,3.15
"red",6,11.2,2.5,0.99491,3.43
"red",5,9.3,6.6,1.00289,3.22
"red",5,10.1,2,0.99576,3.44
"red",5,9.7,2.3,0.99743,3.53
"red",6,9.3,1.9,0.99774,3.22
"red",5,9.7,2.3,0.99743,3.53
"red",6,9.8,2.2,0.99745,3.53
"red",6,10.7,2.3,0.9955,3.42
"red",7,12.5,2.4,0.99444,3.31
"red",6,10.7,2.3,0.9955,3.42
"red",7,12.5,2.4,0.99444,3.31
"red",3,11,3.4,0.99892,3.48
"red",5,11.8,2.6,0.99562,3.4
"red",7,10.8,2.4,0.99736,3.58
"red",7,10.8,2.4,0.99736,3.58
"red",7,10.8,6,0.9962,3.41
"red",7,10.8,6,0.9962,3.41
"red",5,9.5,3,0.998,3.23
"red",5,11,2.6,0.9964,3.39
"red",6,11.5,2.2,0.9948,3.59
"red",6,10.8,2.4,0.99528,3.43
"red",6,11.5,1.2,0.99331,3.29
"red",6,13.2,3.8,0.99577,3.23
"red",6,10.9,9,0.99901,3.18
"red",6,12.2,2.9,0.99674,3.33
"red",7,12.2,4.6,0.99639,3.27
"red",6,11.5,1.2,0.99331,3.29
"red",6,11.9,2.2,0.99512,3.27
"red",5,11,1.5,0.99395,3.62
"red",6,10.1,8.8,0.99824,3.38
"red",6,11,2.2,0.9964,3.3
"red",6,11.8,1.8,0.99504,3.38
"red",5,10.5,2.3,0.99786,3.24
"red",6,11,2.2,0.9964,3.3
"red",6,11.8,1.8,0.99504,3.38
"red",6,10.1,8.8,0.99824,3.38
"red",5,11.2,2.3,0.99516,3.18
"red",7,11,1.9,0.99604,3.47
"red",6,10.2,2.3,0.99786,3.47
"red",4,9.2,2.2,0.99736,3.2
"red",5,11.2,2.3,0.99516,3.18
"red",7,12,3.3,0.99468,3.3
"red",5,10.5,1.9,0.99746,3.69
"red",5,9.8,2,0.99748,3.48
"red",6,9.5,1.9,0.9971,3.45
"red",5,9.8,2,0.99748,3.48
"red",5,10.5,1.9,0.99746,3.69
"red",6,11.8,2.3,0.99543,3.39
"red",6,11.8,2.3,0.99543,3.39
"red",4,10.4,1.4,0.99791,3.07
"red",7,12.9,2.8,0.99356,3.34
"red",5,11.4,1.6,0.99425,3.61
"red",7,12.4,2.2,0.99509,3.36
"red",7,12.5,5,0.99484,3.19
"red",7,10,2.6,0.99834,3.22
"red",7,9.7,2.3,0.99864,3.24
"red",7,12.1,3.8,0.99498,3.27
"red",7,11.1,2,0.99566,3.14
"red",7,12,4.1,0.99745,3.29
"red",7,12.4,2.1,0.99408,3.26
"red",7,11.9,1.8,0.99552,3.41
"red",7,11.9,1.8,0.99552,3.41
"red",7,11.9,1.8,0.99552,3.41
"red",7,12.4,2.1,0.99408,3.26
"red",7,11.2,2.2,0.99536,3.31
"red",7,12.1,2.1,0.99458,3.2
"red",6,12.2,2.7,0.99538,3.44
"red",5,10.4,1.9,0.99648,3.36
"red",6,11.3,2.1,0.99568,3.31
"red",6,11.1,2,0.99613,3.29
"red",7,11.3,2.3,0.99519,3.47
"red",5,10,2,0.99735,3.36
"red",6,11.1,1.9,0.99518,3.16
"red",5,9.3,1.6,0.99592,3.27
"red",5,9.5,2.1,0.99654,3.38
"red",6,11.2,2,0.99546,3.15
"red",6,11.1,1.9,0.99518,3.16
"red",6,11,2.4,0.99554,3.34
"red",7,11.9,2.4,0.99604,3.13
"red",5,9.2,2.1,0.99733,3.13
"red",6,12.2,2.4,0.9943,3.2
"red",5,10.2,2.9,0.99669,3.46
"red",6,10.9,1.9,0.99724,3.33
"red",6,10.9,1.9,0.99724,3.33
"red",7,11.6,2.4,0.99643,3.22
"red",5,10.7,1.7,0.99605,3.52
"red",7,12.1,5.9,0.99658,3.3
"red",5,9.4,2.1,0.997,3.44
"red",5,9.4,2.1,0.997,3.44
"red",5,9.1,2.6,0.99801,3.15
"red",7,11.3,3.6,0.99416,3.28
"red",5,10.4,1.4,0.9969,3.13
"red",6,10.5,1.9,0.99774,3.32
"red",5,10,1.9,0.99712,3.25
"red",6,12.9,2.1,0.99418,3.34
"red",6,10.5,1.9,0.99774,3.32
"red",5,10.4,1.4,0.9969,3.13
"red",6,11.3,2,0.99562,3.45
"red",7,11.4,1.4,0.9947,3.19
"red",5,9.4,1.6,0.99693,3.44
"red",5,9.4,1.7,0.99596,3.16
"red",6,10.9,1.5,0.99556,3.14
"red",5,9.4,1.7,0.99596,3.16
"red",5,9.4,2,0.99694,3.45
"red",NA,9.4,2,0.99554,3.36
"red",5,9.4,2,0.99694,3.45
"red",5,9.4,2.5,0.99918,3.15
"red",6,10.1,2,0.99697,3.39
"red",7,12.8,2.2,0.99378,3.71
"red",7,12.8,2.2,0.99378,3.71
"red",6,9.1,1.4,0.99554,3.12
"red",6,12.9,1.65,0.99162,3.47
"red",7,11.5,2.2,0.99495,3.44
"red",7,10.6,1.5,0.99676,3.26
"red",7,11.7,2.05,0.99516,3.26
"red",7,12.8,1.8,0.9928,3.36
"red",5,10.3,1.6,0.99603,3.25
"red",7,12.8,1.8,0.9928,3.36
"red",7,11.7,2.05,0.99516,3.26
"red",7,11.7,2,0.99516,3.26
"red",7,12,3.6,0.99549,3.23
"red",5,10.9,2.8,0.99722,3.18
"red",7,12.3,1.7,0.99354,3.25
"red",6,10.4,2,0.9957,3.17
"red",5,10,2.1,0.99604,3.23
"red",6,10,1.6,0.99635,3.38
"red",6,11.2,2,0.99454,3.22
"red",6,11.4,2.2,0.99598,3.06
"red",7,12.6,2.2,0.99486,3.27
"red",6,12.7,0.9,0.99007,2.89
"red",6,12.7,0.9,0.99007,2.89
"red",5,10.4,1.8,0.99636,3.53
"red",6,11.9,2.4,0.99642,3.2
"red",6,11.9,2.4,0.99642,3.2
"red",5,10.5,2.1,0.99584,3.35
"red",6,12.3,2.3,0.99506,3.27
"red",7,10.5,1.8,0.99568,3.32
"red",6,10.4,2.8,0.99822,3.33
"red",6,12.6,1.9,0.99364,3.41
"red",5,11.6,2.2,0.99378,3.49
"red",6,10.1,2.5,0.99586,3.37
"red",7,10.5,1.8,0.99568,3.32
"red",7,11.5,2.1,0.99488,3.42
"red",7,11,1.8,0.99514,3.35
"red",5,9.6,4.1,0.99854,3.36
"red",6,10.4,2.6,0.99592,3.3
"red",6,9.7,2.5,0.99739,3.2
"red",7,10.6,2.4,0.99683,3.17
"red",7,12.5,2.5,0.99356,3.22
"red",5,9.2,1.8,0.99672,3.35
"red",7,12.6,6.2,0.9953,3.24
"red",6,11.1,2.2,0.99692,3.33
"red",5,10.2,2.2,0.99756,3.58
"red",6,9.8,1.7,0.99547,3.38
"red",6,11.1,2.2,0.99692,3.33
"red",7,10.9,8.9,0.99859,3.29
"red",6,12.2,3.3,0.99294,3.36
"red",6,11.4,1.4,0.99438,3.32
"red",6,10.7,1.7,0.99612,3.31
"red",5,10.4,1.8,0.99634,3.49
"red",6,10.9,1.7,0.99702,3.27
"red",6,10.8,1.8,0.99704,3.27
"red",5,10.4,1.8,0.99634,3.49
"red",5,9.2,1.4,0.99702,3.03
"red",5,12.9,2.4,0.99258,3.56
"red",7,12.7,2.3,0.99426,3.38
"red",6,9.1,2,0.99747,3.13
"red",6,9.1,2,0.99747,3.13
"red",7,12.1,4,0.99586,3.21
"red",5,9.1,3.9,0.99784,3.15
"red",7,11.6,2.4,0.9971,3.19
"red",7,12.1,4,0.99586,3.21
"red",6,9.9,1.8,0.9981,3.14
"red",8,12.5,1.8,0.99462,3.21
"red",6,11.4,1.9,0.9956,3.3
"red",6,11.8,2.4,0.99565,3.22
"red",6,11.8,2,0.99418,3.28
"red",6,10.2,2.4,0.9963,3.29
"red",7,12.5,2.4,0.99358,3.4
"red",7,10.9,2.2,0.99572,3.02
"red",7,10.9,2.2,0.99572,3.02
"red",5,10.8,2.8,0.997,3.31
"red",7,11.1,1.5,0.99498,3.18
"red",5,9.2,8.1,0.99892,3.2
"red",6,9.5,1.8,0.9968,3.4
"red",6,10.7,2.7,0.9972,3.31
"red",5,9.2,8.1,0.99892,3.2
"red",7,10.2,2,0.99769,3.44
"red",6,11.4,2,0.99534,3.15
"red",5,11,6.4,0.99817,3.27
"red",5,11,6.4,0.99817,3.27
"red",7,12.3,8.3,0.99316,3.01
"red",6,11.8,1.4,0.99471,3.16
"red",7,12.3,8.3,0.99316,3.01
"red",6,9.5,1.8,0.99685,3.42
"red",6,12,2.4,0.99617,3.33
"red",6,9.5,1.8,0.99685,3.42
"red",5,9.6,1.8,0.99529,3.12
"red",7,11.6,4.7,0.99738,3.38
"red",6,11.2,1.6,0.994,3.29
"red",7,9.9,1.5,0.99735,3.02
"red",7,9.9,1.5,0.99735,3.02
"red",8,11.8,1.9,0.99451,2.98
"red",6,11.4,2,0.99546,3.35
"red",6,11.5,2,0.99479,3.43
"red",7,12,2.2,0.99615,3.33
"red",6,10.8,5.5,0.99655,3.35
"red",5,10.5,2.5,0.99772,3.15
"red",6,10.8,5.5,0.99655,3.35
"red",5,9.4,1.5,0.99666,3.2
"red",7,12.5,2.1,0.99358,3.15
"red",5,9.4,1.5,0.99666,3.2
"red",6,12.4,2.1,0.99392,3.11
"red",6,12,2.1,0.99388,3.35
"red",6,11.2,1.7,0.99402,3.45
"red",6,12,2.1,0.99388,3.35
"red",6,12.4,2.2,0.9936,3.28
"red",5,12.8,2.1,0.99374,3.41
"red",6,12.3,1.9,0.99376,3.21
"red",7,11.7,2,0.99523,3.27
"red",5,9.5,3.3,0.99855,3.36
"red",6,10.8,2.1,0.9982,3.17
"red",6,10,1.4,0.99593,3.25
"red",7,12.3,2,0.99471,3.78
"red",6,11,1.5,0.99396,3.29
"red",6,9.5,1.6,0.99698,3.12
"red",6,13.6,4.3,0.9902,3.49
"red",6,11.3,2.5,0.99572,3.38
"red",6,11.3,2.5,0.99572,3.38
"red",6,11.3,2.5,0.99572,3.38
"red",6,13.3,2.1,0.99252,3.3
"red",5,12.9,2.5,0.99256,3.52
"red",8,13.1,2.5,0.99235,3.2
"red",6,12.3,1.8,0.99352,3.44
"red",6,12.3,1.4,0.9922,3.45
"red",6,11.2,1.9,0.99674,3.12
"red",4,11.5,2.2,0.99557,3.62
"red",7,11.3,1.7,0.99394,3.14
"red",6,13.5,1.7,0.9915,3.39
"red",6,11.5,2.9,0.99379,3.51
"red",5,10,2.7,0.9984,3.22
"red",6,10.5,3.3,0.99798,3.21
"red",6,10.4,1.9,0.9977,3.18
"red",5,9.5,1.7,0.99341,3.32
"red",7,13.6,1.8,0.9933,3.38
"red",7,11.2,5.5,0.99684,3.37
"red",7,11.8,1.7,0.99524,3.3
"red",6,11.9,1.7,0.9946,3.38
"red",6,11.4,2,0.99774,3.22
"red",6,11.4,2,0.99774,3.22
"red",5,9.1,3.7,0.99786,3.14
"red",6,9.5,2,0.99764,3.34
"red",6,9.5,1.7,0.9969,3.41
"red",6,11,2.5,0.99624,3.27
"red",6,11.4,2.4,0.99354,3.3
"red",6,10,1.8,0.99672,3.61
"red",5,10.1,2.3,0.99588,3.43
"red",6,10.4,2.5,0.99672,3.53
"red",6,9.8,1.8,0.996,3.28
"red",7,11.8,6.2,0.99702,3.21
"red",6,11.6,2,0.99526,3.39
"red",6,12,2,0.99585,3.23
"red",7,12.8,2.8,0.99473,3.3
"red",6,12.5,2.5,0.99352,3.46
"red",5,9.8,2.2,0.99616,3.15
"red",6,11.1,2.1,0.99622,3.23
"red",6,11.4,2.2,0.99544,3.59
"red",5,9.8,2.2,0.99616,3.15
"red",7,11.8,1.75,0.99524,3.33
"red",7,12.9,2.1,0.9924,3.46
"red",6,10.6,2.8,0.99572,3.42
"red",5,10.8,2.2,0.99728,3.16
"red",7,11.1,2.3,0.99676,3.14
"red",6,10.2,1.4,0.99551,3.21
"red",7,11.8,2.3,0.99434,3.14
"red",5,10,1.7,0.99692,3.29
"red",5,10,1.7,0.99692,3.29
"red",5,9.4,1.9,0.99634,3.01
"red",5,10.2,2,0.99709,2.94
"red",7,12.4,2.5,0.99528,3.32
"red",6,12,2.8,0.99384,3.21
"red",6,11.5,2.3,0.99502,3.32
"red",6,10.5,1.6,0.99667,3.2
"red",6,10.8,2.2,0.99522,3.42
"red",6,12.3,2.1,0.99649,3.27
"red",6,9.5,1.7,0.99716,3.46
"red",6,9.5,1.7,0.99716,3.46
"red",6,11.5,2.2,0.99541,3.61
"red",4,11.2,5.6,0.99572,3.58
"red",7,12.7,2.4,0.99318,3.35
"red",5,11.4,2.1,0.99346,3.68
"red",6,11,2.4,0.99599,3.27
"red",6,11,2.4,0.99599,3.27
"red",5,11.4,1.65,0.99478,3.19
"red",6,10.5,2.5,0.99754,3.38
"red",5,9.3,1.6,0.99572,3.29
"red",5,10.9,2.1,0.99538,3.36
"red",6,11.9,2,0.99346,3.33
"red",5,12.2,7.8,0.9963,3.52
"red",6,11.9,2,0.99346,3.33
"red",5,10.9,2.1,0.99538,3.36
"red",4,9.6,1.8,0.99616,3.3
"red",6,12.5,4.6,0.99652,3.28
"red",5,10.8,2.3,0.99551,3.56
"red",7,12.4,2.5,0.99439,3.52
"red",5,10.8,2.3,0.99551,3.56
"red",6,9.5,1.8,0.99588,3.22
"red",6,9.5,1.8,0.99633,3.52
"red",6,9.5,2.3,0.99686,3.21
"red",6,9.8,1.5,0.99458,3.16
"red",6,10.9,2,0.9951,3.15
"red",6,9.5,2.3,0.99686,3.21
"red",6,9.8,1.5,0.99458,3.16
"red",7,11.2,1.9,0.99419,3.27
"red",8,11.7,1.8,0.99516,3.35
"red",5,9.4,5.8,0.99878,3.14
"red",7,11,2.1,0.99534,3.4
"red",7,11,2.1,0.99534,3.4
"red",7,11,2.1,0.99534,3.4
"red",5,10,1.7,0.99752,3.35
"red",7,11,2.1,0.99534,3.4
"red",7,11.2,2,0.99428,3.45
"red",6,10.4,2.1,0.99498,3.35
"red",5,9.3,2.1,0.9957,3.32
"red",6,10.4,2.1,0.99498,3.35
"red",6,10.5,1.9,0.99659,3.15
"red",6,10.4,1.9,0.99628,3.1
"red",6,11.3,2.1,0.99488,3.26
"red",6,9.5,2,0.99677,3.29
"red",6,12,1.9,0.99408,3.23
"red",6,10.6,1.9,0.996,3.24
"red",6,10.9,1.3,0.99478,3.2
"red",6,11.5,1.8,0.99734,3.28
"red",6,11.5,1.8,0.99734,3.28
"red",6,9.6,2.2,0.99678,3.26
"red",6,12,2.2,0.99638,3.23
"red",6,10.3,2.5,0.9992,3.07
"red",5,9.4,2.6,0.99922,3.15
"red",5,9.2,4.1,0.99592,3.02
"red",5,9.6,2,0.99769,3.27
"red",7,13.6,1.8,0.99157,3.68
"red",5,9.5,2.1,0.99718,3.4
"red",6,11.8,2.7,0.9947,3.37
"red",5,10.8,2.6,0.99621,3.38
"red",5,9.5,2.1,0.99718,3.4
"red",4,9.3,2.2,0.99614,3.23
"red",6,12.8,2.2,0.99242,3.39
"red",4,11.5,12.9,0.99572,3.3
"red",6,9.4,1.7,0.99659,3.26
"red",6,12.8,2.2,0.99242,3.39
"red",4,9.6,2.5,0.99798,3.38
"red",4,11.8,4.3,0.99488,3.45
"red",5,9.3,1.7,0.99494,3.1
"red",5,9.8,2.5,0.99729,3.16
"red",6,12.2,2,0.99414,3.22
"red",5,9.5,2.4,0.9983,3.37
"red",6,10.3,13.4,0.99721,3.33
"red",5,10.5,1.8,0.99655,3.49
"red",5,10,1.7,0.99502,3.12
"red",5,10.5,1.8,0.99655,3.49
"red",6,11.1,2.2,0.9949,3.41
"red",6,10.9,2.3,0.99514,3.4
"red",6,10.9,2.3,0.99514,3.4
"red",5,9.8,2.2,0.9963,3.28
"red",5,9.8,1.8,0.99627,3.45
"red",5,9.5,1.4,0.99569,3.43
"red",5,10.9,1.9,0.99628,3.4
"red",5,11,2.4,0.99358,3.47
"red",5,9.2,1.8,0.99499,3.1
"red",6,11,4.8,0.99633,3.32
"red",6,11.3,2.7,0.99538,3.44
"red",6,11.3,2.7,0.99538,3.44
"red",5,9.3,1.8,0.99632,3.02
"red",4,11.2,2,0.99437,3.59
"red",5,9.8,2.5,0.99726,3.15
"red",4,9.6,2.2,0.9978,3.37
"red",6,11.8,1.8,0.99456,3.38
"red",6,10.3,2.3,0.99564,3.38
"red",6,10.3,2.3,0.99564,3.38
"red",6,11.4,2.3,0.996,3.1
"red",6,9.5,2,0.99668,3.47
"red",8,14,1.8,0.9908,3.5
"red",6,14,1.6,0.99084,3.7
"red",6,11.7,1.6,0.9935,3.38
"red",5,11.2,1.9,0.99385,3.5
"red",5,9.3,2,0.99494,3.1
"red",6,11.2,2.1,0.9944,3.24
"red",6,9.5,2.3,0.99688,3.24
"red",4,12,6.3,0.99566,3.28
"red",6,9.7,1.9,0.99636,3.35
"red",6,9.5,2.3,0.99688,3.24
"red",7,11.5,1.7,0.9948,3.14
"red",6,10.4,1.9,0.9956,3.37
"red",6,10.4,1.9,0.9956,3.37
"red",6,10.9,2,0.99619,3.33
"red",6,10.2,2.7,0.99734,3.26
"red",5,10.9,2.3,0.99476,3.39
"red",5,10.5,1.8,0.99734,3.15
"red",6,12.4,2.5,0.99328,3.35
"red",5,13,2.6,0.99286,3.22
"red",5,10.2,4.5,0.99914,3.3
"red",5,10.2,4.5,0.99914,3.3
"red",5,11,1.9,0.99521,3.36
"red",6,10.9,2.1,0.99638,3.29
"red",6,12.4,2.4,0.99362,3.62
"red",4,9.7,1.9,0.99672,3.34
"red",6,10.9,2.1,0.99638,3.29
"red",5,9.5,4.3,0.99558,3.2
"red",5,9.5,4.3,0.99558,3.2
"red",6,12.1,2.1,0.99323,3.35
"red",6,12.2,1.4,0.99191,3.45
"red",3,10.9,2.1,0.99476,3.5
"red",6,12.5,2.15,0.99444,3.78
"red",6,11.7,2,0.99598,3.6
"red",6,11.2,2.1,0.99576,3.3
